Run Id		
Device	W1715B100	
Curve	Illuminated IV1	
Size [cm2]	1	
Temperature [C]	24.4	
Material	None	
Date	6/27/2013	
Time	2:38 PM	
Temperature Corrected	no	
Irradiance [W/m2]	969.63769091813	
Irradiance Corrected	yes	
V [V] 	I [A]	
0.458588790893556	0.0272431564538018	
0.46644515991211	0.0272500564364926	
0.474320983886718	0.027249312868549	
0.482198095321654	0.027247651016547	
0.490075635910034	0.0272418477593202	
0.497957181930542	0.0272318911759396	
0.505835723876952	0.027222535481884	
0.513710260391234	0.0272203822640914	
0.521568489074706	0.027212464159562	
0.529444885253904	0.0272077434716956	
0.537296962738036	0.027211806273295	
0.54516921043396	0.0272158783881204	
0.553025007247926	0.027216333991124	
0.560896968841554	0.0272192833034532	
0.568753194808962	0.0272213240174788	
0.576629877090456	0.0272203248946208	
0.584489536285402	0.0272170276401776	
0.592369222640992	0.0272134085206526	
0.600229454040528	0.0272117801962632	
0.608106136322022	0.027204525193407	
0.615961790084838	0.0271971342174548	
0.623837614059448	0.0271921371130484	
0.63168911933899	0.0271858830956954	
0.639563512802124	0.0271784373579758	
0.647416019439698	0.0271774695275562	
0.655288982391358	0.02717092493756	
0.663143491744996	0.0271600552855272	
0.671025896072388	0.0271501348374624	
0.67888584136963	0.0271333334056874	
0.686768102645874	0.0271049545167228	
0.694632482528688	0.0270773769377012	
0.702512311935426	0.0270492457805414	
0.710366678237916	0.0270148874281186	
0.718240642547608	0.0269796111641662	
0.726096725463868	0.0269428779391782	
0.73396725654602	0.0269023322520988	
0.74182720184326	0.0268535853384272	
0.749700450897216	0.0267963529585138	
0.757556104660034	0.0267268464921252	
0.765433931350708	0.026654724871947	
0.7732967376709	0.0265715551583306	
0.781171560287478	0.0264799547402398	
0.789032649993898	0.026379377862646	
0.796910476684572	0.0262696814744014	
0.804784584045412	0.0261386037824886	
0.812656402587892	0.0259907935766714	
0.820528221130372	0.0258243416456716	
0.828401613235474	0.0256369923262134	
0.836273574829102	0.025428307151629	
0.844127655029298	0.0252010320333974	
0.852002048492432	0.0249426984248894	
0.85985999107361	0.0246536445824642	
0.867738819122316	0.024332375547125	
0.875602769851686	0.023975026702716	
0.883478307724	0.023572633510663	
0.891336250305178	0.0231322434751528	
0.8992084980011	0.022648234760596	
0.9070595741272	0.0221172121374146	
0.914925956726076	0.0215339113978878	
0.922777891159058	0.0209013153819576	
0.930649280548096	0.0202052545754448	
0.938502073287964	0.0194473289905326	
0.94637303352356	0.01862294646187	
0.954224538803102	0.0177294203100938	
0.96210107803345	0.016759056506886	
0.96995658874512	0.0157158059088726	
0.977832269668582	0.014588982334568	
0.985685634613038	0.013381168155207	
0.993559312820428	0.0120835893808143	
1.00140738487243	0.0106957286616998	
1.0092743396759	0.00920537896661337	
1.01711983680724	0.00760901160745195	
1.02498507499694	0.00588398885654531	
1.0328305721283	0.0040282482651273	
1.04069237709046	0.00201616947513318	
1.04853200912476	-0.000163133731370216	
1.0563952445984	-0.00254816832978034	
1.0642068386078	-0.00488037643747163	
1.0721297264099	-0.00774051742421213	
