0.8266	3.571887	0
0.8157	3.588981	.006081
0.8051	3.605278	.007687
0.7948	3.631005	.008947
0.7847	3.660804	.029924
0.7749	3.663453	.05943
0.7653	3.658688	.067474
0.7560	3.660893	.071541
0.7469	3.666798	.074164
0.7380	3.671696	.079908
0.7293	3.677981	.08166
0.7208	3.684673	.086819
0.7126	3.691308	.089128
0.7045	3.699519	.093349
0.6965	3.706901	.096749
0.6888	3.715889	.099479
0.6812	3.726538	.103225
0.6738	3.737244	.107607
0.6666	3.749663	.112636
0.6595	3.762045	.119425
0.6525	3.775412	.127514
0.6458	3.786593	.139052
0.6391	3.793911	.148501
0.6326	3.802703	.155199
0.6262	3.811602	.163072
0.6199	3.820063	.17077
0.6138	3.830384	.175602
0.6078	3.841461	.182064
0.6019	3.852708	.188365
0.5961	3.863434	.193772
0.5904	3.875606	.198737
0.5848	3.887665	.204749
0.5794	3.900405	.209807
0.5740	3.91377	.215641
0.5687	3.927221	.225518
0.5636	3.940506	.236348
0.5585	3.955065	.242309
0.5535	3.969616	.250831
0.5486	3.985712	.257012
0.5438	4.001462	.267011
0.5391	4.0179	.275619
0.5344	4.035349	.282204
0.5298	4.053665	.289223
0.5254	4.072362	.29747
0.5209	4.090739	.309697
0.5166	4.110639	.319792
0.5123	4.13056	.33357
0.5081	4.152061	.344342
0.5040	4.173736	.357337
0.4999	4.196317	.370099
0.4959	4.219861	.382672
0.4920	4.244371	.396105
0.4881	4.270417	.409082
0.4843	4.296402	.427195
0.4806	4.323956	.441206
0.4769	4.352695	.461865
0.4732	4.382617	.480302
0.4696	4.414062	.505939
0.4661	4.44676	.524198
0.4626	4.48167	.549313
0.4592	4.517742	.574718
0.4558	4.555497	.603361
0.4525	4.595014	.639121
0.4492	4.63696	.674183
0.4460	4.680939	.714647
0.4428	4.725115	.763224
0.4397	4.773399	.812217
0.4366	4.820383	.873495
0.4335	4.871946	.942515
0.4305	4.921653	1.026357
0.4275	4.967996	1.125485
0.4246	5.006365	1.243099
0.4217	5.027369	1.383868
0.4189	5.016101	1.541661
0.4161	4.954601	1.704012
0.4133	4.838265	1.835866
0.4105	4.704879	1.901097
0.4078	4.600103	1.916226
0.4052	4.532807	1.918424
0.4025	4.490623	1.927836
0.3999	4.45975	1.948722
0.3974	4.433125	1.979753
0.3949	4.404778	2.021345
0.3924	4.369136	2.072886
0.3899	4.319586	2.130617
0.3875	4.252757	2.186632
0.3850	4.168272	2.228446
0.3827	4.077032	2.247713
0.3803	3.991559	2.244198
0.3780	3.920607	2.226849
0.3757	3.863353	2.203659
0.3734	3.815971	2.179803
0.3712	3.776731	2.157563
0.3690	3.743454	2.136221
0.3668	3.714996	2.117575
0.3647	3.689679	2.099702
0.3625	3.66771	2.083606
0.3604	3.647764	2.069029
0.3583	3.630637	2.055182
0.3563	3.615167	2.042257
0.3542	3.60094	2.029863
0.3522	3.588553	2.018101
0.3502	3.577706	2.007392
0.3483	3.567683	1.997452
0.3463	3.559546	1.98748
0.3444	3.551895	1.979202
0.3425	3.545229	1.971205
0.3406	3.540734	1.963226
0.3388	3.536782	1.95679
0.3369	3.534077	1.950427
0.3351	3.531701	1.944673
0.3333	3.530705	1.939055
0.3315	3.531028	1.934381
0.3297	3.531806	1.930426
0.3280	3.534139	1.926838
0.3263	3.536975	1.923808
0.3246	3.540665	1.921776
0.3229	3.545296	1.920179
0.3212	3.551044	1.919361
0.3195	3.557745	1.91938
0.3179	3.565641	1.919967
0.3163	3.573784	1.921351
0.3147	3.583512	1.924044
0.3131	3.593762	1.927385
0.3115	3.605589	1.931995
0.3100	3.618474	1.936999
